,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
81871,34321470,09/14/2016 12:00:00 AM,09/27/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,1920 WALTON AVENUE,WALTON AVENUE,EAST 177 STREET,EAST TREMONT AVENUE,,,ADDRESS,BRONX,,,Closed,10/14/2016 05:03:43 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2016 12:00:00 AM,05 BRONX,BRONX,1009434.0,249138.0,Unspecified,BRONX,,,,,,,,40.85046533985372,-73.90896964351694,"(40.85046533985372, -73.90896964351693)"
81872,34321564,09/14/2016 12:00:00 AM,09/18/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11419,101-68 132 STREET,132 STREET,101 AVENUE,103 AVENUE,,,ADDRESS,South Richmond Hill,,,Closed,10/14/2016 02:28:54 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/18/2016 12:00:00 AM,09 QUEENS,QUEENS,1035633.0,191306.0,Unspecified,QUEENS,,,,,,,,40.691618391337464,-73.81471283279946,"(40.69161839133746, -73.81471283279946)"
81873,34321569,09/14/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233,106 THOMAS BOYLAND STREET,THOMAS BOYLAND STREET,MARION STREET,SUMPTER STREET,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 11:08:30 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 12:00:00 AM,16 BROOKLYN,BROOKLYN,1008057.0,187504.0,Unspecified,BROOKLYN,,,,,,,,40.68129991635725,-73.91416525956775,"(40.681299916357254, -73.91416525956775)"
81874,34321570,09/14/2016 12:00:00 AM,10/19/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11101,40-09 21 STREET,21 STREET,40 AVENUE,41 AVENUE,,,ADDRESS,Long Island City,,,Closed,10/14/2016 01:24:43 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/19/2016 12:00:00 AM,01 QUEENS,QUEENS,1000464.0,214339.0,Unspecified,QUEENS,,,,,,,,40.75497268924073,-73.94147672559359,"(40.75497268924073, -73.9414767255936)"
81875,34321571,09/14/2016 12:00:00 AM,09/26/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11208,871 GLENMORE AVENUE,GLENMORE AVENUE,MONTAUK AVENUE,MILFORD STREET,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 11:22:55 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/26/2016 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,1018119.0,185535.0,Unspecified,BROOKLYN,,,,,,,,40.6758626811092,-73.87789724500159,"(40.6758626811092, -73.8778972450016)"
81877,34321638,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10460,1511B COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,MANSION STREET,BRONX RIVER AVENUE,,,ADDRESS,BRONX,,,Closed,10/14/2016 04:55:46 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 05:16:45 AM,09 BRONX,BRONX,1020453.0,244737.0,Unspecified,BRONX,,,,,,,,40.838347593801885,-73.8691640583302,"(40.83834759380188, -73.8691640583302)"
81878,34321643,09/14/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10011,262 WEST 22ND STREET,WEST 22ND STREET,,,,,LATLONG,NEW YORK,,,Closed,10/14/2016 08:52:36 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,984664.0,210412.0,Unspecified,MANHATTAN,,,,,,,,40.74420892102602,-73.99850593811695,"(40.74420892102602, -73.99850593811696)"
81879,34321644,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,352 WEST  118 STREET,WEST  118 STREET,MANHATTAN AVENUE,MORNINGSIDE AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/14/2016 12:10:07 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 12:18:48 PM,10 MANHATTAN,MANHATTAN,996351.0,233110.0,Unspecified,MANHATTAN,,,,,,,,40.8065006907562,-73.95628849339829,"(40.806500690756195, -73.9562884933983)"
81883,34322281,09/14/2016 12:00:00 AM,09/22/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Day Care/Nursery,10035,3 EAST  129 STREET,EAST  129 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,,Closed,10/14/2016 11:43:49 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/22/2016 12:00:00 AM,11 MANHATTAN,MANHATTAN,1000835.0,233963.0,Unspecified,MANHATTAN,,,,,,,,40.80883466014552,-73.9400891839293,"(40.80883466014552, -73.94008918392929)"
81884,34322357,09/14/2016 12:00:00 AM,09/16/2016 09:53:31 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11234,2221 EAST   70 STREET,EAST   70 STREET,AVENUE V,AVENUE W,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 07:37:49 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/16/2016 09:53:31 AM,18 BROOKLYN,BROOKLYN,1010402.0,164178.0,Unspecified,BROOKLYN,,,,,,,,40.617268528150774,-73.9058009447915,"(40.61726852815077, -73.9058009447915)"
81885,34322404,09/14/2016 12:00:00 AM,09/20/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11368,54-11 102 STREET,102 STREET,LEWIS AVENUE,LARUE AVENUE,,,ADDRESS,Corona,,,Closed,10/14/2016 02:55:16 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2016 12:00:00 AM,04 QUEENS,QUEENS,1023434.0,209146.0,Unspecified,QUEENS,,,,,,,,40.74064727128369,-73.85859851036994,"(40.74064727128369, -73.85859851036996)"
81886,34322408,09/14/2016 12:00:00 AM,09/14/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10026,1809 ADAM CLAYTON POWELL BOULEVARD,ADAM CLAYTON POWELL BOULEVARD,WEST 110 STREET,WEST 111 STREET,,,ADDRESS,NEW YORK,,,Closed,10/14/2016 12:04:30 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 12:22:36 PM,10 MANHATTAN,MANHATTAN,996678.0,230624.0,Unspecified,MANHATTAN,,,,,,,,40.79967684990168,-73.95511189846789,"(40.79967684990168, -73.95511189846789)"
81887,34322453,09/14/2016 12:00:00 AM,09/26/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Mixed Use Building,11216,377 EASTERN PARKWAY,EASTERN PARKWAY,FRANKLIN AVENUE,BEDFORD AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 01:16:58 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/26/2016 12:00:00 AM,08 BROOKLYN,BROOKLYN,996381.0,183499.0,Unspecified,BROOKLYN,,,,,,,,40.67033079789016,-73.95626959018415,"(40.67033079789016, -73.95626959018416)"
81888,34322489,09/14/2016 12:00:00 AM,09/15/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11208,1130 BLAKE AVENUE,BLAKE AVENUE,MILFORD STREET,LOGAN STREET,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 09:10:24 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2016 12:00:00 AM,05 BROOKLYN,BROOKLYN,1018657.0,183619.0,Unspecified,BROOKLYN,,,,,,,,40.67060162188903,-73.8759674585481,"(40.67060162188902, -73.8759674585481)"
81889,34322490,09/14/2016 12:00:00 AM,09/23/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Other (Explain Below),11377,31ST AVENUE,31ST AVENUE,,,,,LATLONG,WOODSIDE,,,Closed,10/14/2016 11:21:46 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2016 10:57:05 AM,Unspecified QUEENS,QUEENS,1009916.0,215081.0,Unspecified,QUEENS,,,,,,,,40.75698690446636,-73.90735759530786,"(40.75698690446636, -73.90735759530786)"
81890,34322589,09/14/2016 12:00:00 AM,10/03/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10011,262 WEST 22ND STREET,WEST 22ND STREET,,,,,LATLONG,NEW YORK,,,Closed,10/14/2016 10:59:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/03/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,984664.0,210412.0,Unspecified,MANHATTAN,,,,,,,,40.74420892102602,-73.99850593811695,"(40.74420892102602, -73.99850593811696)"
81891,34322608,09/14/2016 12:00:00 AM,09/15/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11226,1191 FLATBUSH AVENUE,FLATBUSH AVENUE,VANDERVEER PLACE,DITMAS AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 12:55:44 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/15/2016 12:00:00 AM,14 BROOKLYN,BROOKLYN,996364.0,172901.0,Unspecified,BROOKLYN,,,,,,,,40.64124163517499,-73.95634990989873,"(40.64124163517499, -73.95634990989873)"
81894,34322662,09/14/2016 12:00:00 AM,09/20/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11693,96-18 ROCKAWAY BEACH BLVD,ROCKAWAY BEACH BLVD,,,,,LATLONG,FAR ROCKAWAY,,,Closed,10/14/2016 08:27:08 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/20/2016 12:00:00 AM,Unspecified QUEENS,QUEENS,1034600.0,152544.0,Unspecified,QUEENS,,,,,,,,40.585231160203094,-73.81872707186223,"(40.585231160203094, -73.81872707186224)"
81895,34322667,09/14/2016 12:00:00 AM,09/28/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,561 WEST  144 STREET,WEST  144 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,10/14/2016 07:17:19 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/28/2016 12:00:00 AM,09 MANHATTAN,MANHATTAN,998176.0,239937.0,Unspecified,MANHATTAN,,,,,,,,40.82523620247919,-73.9496820226978,"(40.82523620247919, -73.9496820226978)"
81896,34322668,09/14/2016 12:00:00 AM,09/21/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10065,1173 2 AVENUE,2 AVENUE,EAST 61 STREET,EAST 62 STREET,,,ADDRESS,NEW YORK,,,Closed,10/14/2016 10:06:24 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2016 12:00:00 AM,08 MANHATTAN,MANHATTAN,994473.0,217017.0,Unspecified,MANHATTAN,,,,,,,,40.76233207001919,-73.96309673654409,"(40.76233207001919, -73.96309673654409)"
81897,34322669,09/14/2016 12:00:00 AM,09/27/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,10 RICHMAN PLAZA,RICHMAN PLAZA,DEAD END,MAC CRACKEN AVENUE,,,ADDRESS,BRONX,,,Closed,10/14/2016 08:00:03 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2016 12:00:00 AM,05 BRONX,BRONX,1005605.0,249570.0,Unspecified,BRONX,,,,,,,,40.851661142467044,-73.92280860415683,"(40.85166114246705, -73.92280860415683)"
81900,34323394,09/14/2016 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10040,47 SICKLES STREET,SICKLES STREET,,,,,LATLONG,NEW YORK,,,Assigned,10/14/2016 03:21:55 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/14/2016 03:26:30 PM,Unspecified MANHATTAN,MANHATTAN,1004110.0,253511.0,Unspecified,MANHATTAN,,,,,,,,40.86248149370881,-73.92820086527638,"(40.862481493708806, -73.92820086527637)"
81901,34323447,09/14/2016 12:00:00 AM,09/18/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,1-2 Family Dwelling,11418,110-33 84 AVENUE,84 AVENUE,BEND,112 STREET,,,ADDRESS,Richmond Hill,,,Closed,10/14/2016 01:05:09 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/18/2016 12:00:00 AM,09 QUEENS,QUEENS,1028615.0,194790.0,Unspecified,QUEENS,,,,,,,,40.701219108066006,-73.8399967416686,"(40.70121910806601, -73.83999674166859)"
81903,34323544,09/14/2016 12:00:00 AM,09/27/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,10457,1770 TOPPING AVENUE,TOPPING AVENUE,CROSS BRONX EXPRESSWAY,EAST 175 STREET,,,ADDRESS,BRONX,,,Closed,10/14/2016 08:51:10 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2016 12:00:00 AM,05 BRONX,BRONX,1010355.0,247477.0,Unspecified,BRONX,,,,,,,,40.845903712530365,-73.90564705646837,"(40.845903712530365, -73.90564705646838)"
81904,34323551,09/14/2016 12:00:00 AM,09/21/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10028,20 EAST END AVENUE,EAST END AVENUE,EAST 80 STREET,EAST 81 STREET,,,ADDRESS,NEW YORK,,,Closed,10/14/2016 08:25:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/21/2016 12:00:00 AM,08 MANHATTAN,MANHATTAN,998805.0,220278.0,Unspecified,MANHATTAN,,,,,,,,40.771276598152106,-73.94745190670034,"(40.77127659815211, -73.94745190670035)"
81905,34323552,09/14/2016 12:00:00 AM,09/16/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206,721 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,,ADDRESS,BROOKLYN,,,Closed,10/14/2016 09:29:54 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/16/2016 12:00:00 AM,03 BROOKLYN,BROOKLYN,1000950.0,192476.0,Unspecified,BROOKLYN,,,,,,,,40.69496317326789,-73.93977679659865,"(40.69496317326789, -73.93977679659866)"
81908,34323630,09/14/2016 12:00:00 AM,09/23/2016 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10002,151 NORFOLK STREET,NORFOLK STREET,,,,,LATLONG,NEW YORK,,,Closed,10/14/2016 11:21:03 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,987974.0,201762.0,Unspecified,MANHATTAN,,,,,,,,40.72046602059339,-73.98656544843917,"(40.72046602059339, -73.98656544843917)"
